시도교육청코드,시도교육청명,행정표준코드,학교명,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일자
C10,부산광역시교육청,7181054,연학초등학교,Eunhak Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,47106,부산광역시 부산진구 초읍천로 43번길,/ 10 (초읍동),051-7182-800,www.yeonhak.es.kr,남여공학,051-7182-809,  ,N,일반계,,전기,주간,19830301,19830301,20230615
C10,부산광역시교육청,7171040,영남중학교,Young Nam Middle School,중학교,부산광역시,부산광역시서부교육지원청,사립,49511,부산광역시 사하구 다대로277번길 100,(장림동/ 영남중학교),051-265-4335,http://www.yn.ms.kr/,남,051-265-4305,  ,N,일반계,,전기,주간,19520626,19520626,20230615
C10,부산광역시교육청,7150116,영도여자고등학교,Yeongdo Girls High School,고등학교,부산광역시,부산광역시교육청,공립,49118,부산광역시 영도구 중리북로21번길 42,(동삼동/영도여자고등학교),051-403-7705,http://www.yeongdo.hs.kr,여,051-403-9006,일반고,N,일반계,,전기,주간,19751114,19751114,20230615
C10,부산광역시교육청,7171202,영도제일중학교,Yeongdo Jeil middle school,중학교,부산광역시,부산광역시서부교육지원청,공립,49106,부산광역시 영도구 중리로 64,/ 영도제일중학교 (동삼동/ 영도중학교),051-404-5493,http://yeongdo-jeil.ms.kr/,남여공학,051-404-5492,  ,N,일반계,,전기,주간,19940301,19940301,20230615
C10,부산광역시교육청,7171075,영도초등학교,Youngdo Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49061,부산광역시 영도구 꿈나무길 41,(신선동1가/영도초등학교),051-6040-107,http://school.busanedu.net/yeongdo-e/,남여공학,051-6040-199,  ,N,일반계,,전기,주간,19080825,19080825,20230615
C10,부산광역시교육청,7150621,영산고등학교,Youngsan High School,고등학교,부산광역시,부산광역시교육청,사립,48015,부산광역시 해운대구 반송순환로 142-1,(반송동/ 영산고등학교),051-540-9500,http://ysh.hs.kr,남여공학,051-540-9522,특성화고,N,전문계,,전기,주간,19730620,19730620,20230615
C10,부산광역시교육청,7150153,예문여자고등학교,Yeamoon Girls High School,고등학교,부산광역시,부산광역시교육청,사립,48570,부산광역시 남구 동명로92번길 76,(용호동/ 예문여자고등학교),051-660-1506,http://www.yeamoon.hs.kr,여,051-625-4596,일반고,N,일반계,,전기,주간,19890517,19890517,20230615
C10,부산광역시교육청,7191091,예원초등학교,Yewon Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,47863,부산광역시 동래구 사직로 78,(사직동/ 예원초등학교),051-500-0400,http://www.yewon.es.kr,남여공학,051-500-0404,,N,해당없음,,전기,주간,20070301,20070508,20230615
C10,부산광역시교육청,7181095,오륙도중학교,Oryukdo middle school,중학교,부산광역시,부산광역시남부교육지원청,공립,48594,부산광역시 남구 오륙도로 60,(용호동/오륙도중학교),051-610-2811,http://ord.ms.kr,남여공학,051-610-2812,  ,N,,,전기,주간,20090301,20091105,20230615
C10,부산광역시교육청,7181055,오륙도초등학교,Oryukdo Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,48594,부산광역시 남구 오륙도로 57,/ 오륙도초등학교 (용호동/ 오륙도초등학교),051-610-6805,http://www.oryukdo.es.kr/,남여공학,051-610-6807,  ,N,해당없음,,후기,주간,20080901,20080901,20230615
C10,부산광역시교육청,7201262,오션중학교,OCEAN MIDDLE SCHOOL,중학교,부산광역시,부산광역시북부교육지원청,공립,46764,부산광역시 강서구 명지오션시티1로 221,(명지동),051-609-1700,http://ocean.ms.kr,남여공학,051-609-1709,,N,,,전기,주간,20220301,20220101,20230615
C10,부산광역시교육청,7201223,오션초등학교,Ocean Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46764,부산광역시 강서구 명지오션시티6로 72,(명지동),051-220-7200,http://ocean.es.kr,남여공학,051-220-7299,,N,,,전기,주간,20160301,20160301,20230615
C10,부산광역시교육청,7171076,옥천초등학교,Okchun Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49361,부산광역시 사하구 사하로 134,(감천동/옥천초등학교),051-200-0600,http://okchun.es.kr,남여공학,051-200-0610,,N,일반계,,전기,주간,19820302,19820302,20230615
C10,부산광역시교육청,7191214,온샘초등학교,onsaem elementary school,초등학교,부산광역시,부산광역시동래교육지원청,공립,47724,부산광역시 동래구 충렬대로75번길 25,(온천동),051-667-6900,http://www.onsaem.es.kr,남여공학,051-667-6904,,N,,,전기,주간,20200101,20200101,20241006
C10,부산광역시교육청,7191030,온천중학교,Onchun Middle School,중학교,부산광역시,부산광역시동래교육지원청,공립,47869,부산광역시 동래구 쇠미로129번길 28,(온천동/ 온천중학교),051-500-1700,http://onchun.ms.kr,남여공학,051-500-1707,  ,N,일반계,,전기,주간,19890106,19890106,20230615
C10,부산광역시교육청,7191092,온천초등학교,Onchun Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,47725,부산광역시 동래구 충렬대로107번길 124,(온천동/ 온천초등학교),051-550-7800,http://www.onchun.es.kr/,남여공학,051-550-7809,  ,N,일반계,,전기,주간,19670228,19670228,20230615
C10,부산광역시교육청,7201095,와석초등학교,Waseok Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46534,부산광역시 북구 화명대로94번길 83,(화명동/ 와석초등학교),051-791-5200,http://waseok.es.kr,남여공학,051-791-5209,,N,일반계,,전기,주간,19990301,19990301,20230615
C10,부산광역시교육청,7181056,용당초등학교,Yongdang Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,48548,부산광역시 남구 신선로 341,(용당동),051-624-4013,http://yongdang.es.kr/,남여공학,051-622-1624,  ,N,일반계,,전기,주간,19650615,19650615,20230615
C10,부산광역시교육청,7181096,용문중학교,Yongmoon Middle School,중학교,부산광역시,부산광역시남부교육지원청,공립,48521,부산광역시 남구 동명로101번길 93,(용호동/용문중학교),051-623-1448,http://www.yongmoon.ms.kr/,남여공학,051-623-4441,  ,N,일반계,,전기,주간,19840107,19840107,20230615
C10,부산광역시교육청,7181057,용문초등학교,YONGMUN ELEMENTARY SCHOOL,초등학교,부산광역시,부산광역시남부교육지원청,공립,48516,부산광역시 남구 신선로 542,(용호동/ 용문초등학교),051-623-4864,http://yong-mun.es.kr/,남여공학,051-610-7405,  ,N,일반계,,전기,주간,20030901,20030901,20230615
C10,부산광역시교육청,7181058,용산초등학교,Yongsan Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,48582,부산광역시 남구 동명로 176번길 55,(용호동),051-610-7300,http://school.busanedu.net/yong-san-e/main.do,남여공학,051-626-8307,,N,일반계,,전기,주간,19781220,19781220,20230615
C10,부산광역시교육청,7181199,용소초등학교,Yongso Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,48432,부산광역시 남구 수영로325번길 114,(대연동),051-750-9700,http://yong-so.es.kr/,남여공학,051-750-9799,,N,,,전기,주간,20140301,20140301,20230615
C10,부산광역시교육청,7201033,용수중학교,Yongsu Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46527,부산광역시 북구 금곡대로229번길 88,(화명동/ 용수중학교),051-309-3002,http://www.yongsu.ms.kr,남여공학,051-309-3020,  ,N,일반계,,전기,주간,20020301,20020301,20230615
C10,부산광역시교육청,7201096,용수초등학교,Yongsu Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46540,부산광역시 북구 화명신도시로 53,(화명동/ 용수초등학교),051-330-3700,www.yongsu.es.kr,남여공학,051-363-8944,,N,일반계,,전기,주간,20020301,20020327,20230615
C10,부산광역시교육청,7211231,용암초등학교,Yongam Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,46079,부산광역시 기장군 기장읍 기장해안로 577,/ 용암초등학교 (기장읍),051-721-1302,www.yongam.es.kr,남여공학,051-721-1307,,N,일반계,,전기,주간,19630302,19630302,20230615
C10,부산광역시교육청,7150154,용인고등학교,Yong-In High School,고등학교,부산광역시,부산광역시교육청,사립,47757,부산광역시 동래구 시실로107번길 37,(명장동/ 용인고등학교),051-525-0029,http://psyongin.hs.kr,남,051-524-1613,일반고,N,일반계,,전기,주간,19821108,19850401,20230615
C10,부산광역시교육청,7181097,용호중학교,Yongho Middle School,중학교,부산광역시,부산광역시남부교육지원청,공립,48581,부산광역시 남구 동명로 185-17,(용호동/용호중학교),051-790-5343,http://yongho.ms.kr,남여공학,051-790-5377,  ,N,일반계,,전기,주간,19841029,19841029,20230615
C10,부산광역시교육청,7181059,용호초등학교,Yongho Elemenatary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,48525,부산광역시 남구 용호로42번길 94,(용호동),051-718-2204,http://yh.es.kr/,남여공학,051-623-3214,,N,일반계,,전기,주간,19640922,19640922,20230615
C10,부산광역시교육청,7181060,우암초등학교,Uam Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,48474,부산광역시 남구 우암로 190-19,(우암동/ 우암초등학교),070-8709-2103,http://www.uambusan.es.kr/,남여공학,051-632-2928,,N,일반계,,전기,주간,19590401,19590401,20230615
C10,부산광역시교육청,7211065,운봉초등학교,Unbong Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,48009,부산광역시 해운대구 신반송로 11-20,/ 운봉초등학교 (반송동),051-542-8272,http://www.unbong.es.kr,남여공학,051-543-2052,,N,일반계,,전기,주간,19731210,19731210,20230615
C10,부산광역시교육청,7181061,운산초등학교,Unsan Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,48589,부산광역시 남구 용호로269번길 89,(용호동/ 운산초등학교),051-626-1202,http://www.unsan.es.kr,남여공학,051-624-4975,  ,N,일반계,,전기,주간,19890120,19890120,20230615
C10,부산광역시교육청,7211066,운송초등학교,Woonsong Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,48000,부산광역시 해운대구 반송로 839,(반송동/운송초등학교),051-540-5300,http://woonsong.es.kr,남여공학,051-544-7091,  ,N,일반계,,전기,주간,19790507,19790507,20230615
C10,부산광역시교육청,7211067,월내초등학교,Wollae Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,46036,부산광역시 기장군 장안읍 길천2길 25,(장안읍/ 월내초등학교),051-719-9700,http://www.wollae.es.kr,남여공학,051-719-9710,,N,일반계,,전기,주간,19360428,19360428,20230615
C10,부산광역시교육청,7211068,월평초등학교,Wolpyung Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,46000,부산광역시 기장군 정관읍 월평1길 21,(정관읍/ 월평초등학교),051-508-8352,http://www.bswp.es.kr,남여공학,051-508-8354,,N,일반계,,전기,주간,19380508,19380924,20230615
C10,부산광역시교육청,7191031,유락여자중학교,Yurack girls Middle School,중학교,부산광역시,부산광역시동래교육지원청,공립,47707,부산광역시 동래구 금강로 51,(온천동/ 유락여자중학교),051-950-8400,http://www.yurak.ms.kr/,여,051-950-8481,  ,N,일반계,,전기,주간,19741221,19741221,20230615
C10,부산광역시교육청,7171091,을숙도초등학교,Eulsukdo elementary school,초등학교,부산광역시,부산광역시서부교육지원청,공립,49302,부산광역시 사하구 낙동대로 581,(하단동/ 을숙도초등학교),051-200-2800,http://www.eulsukdo.es.kr,남여공학,051-205-2816,  ,N,해당없음,,후기,주간,20040301,20040301,20230615
C10,부산광역시교육청,7171077,응봉초등학교,Eungbong Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49501,부산광역시 사하구 다대낙조2길 26,(다대동/응봉초등학교),051-265-6773,http://eungbong.es.kr,남여공학,051-263-4358,  ,N,일반계,,전기,주간,19970301,19970301,20230615
C10,부산광역시교육청,7150344,이사벨고등학교,Isabelle Senior High School,고등학교,부산광역시,부산광역시교육청,사립,47506,부산광역시 연제구 중앙대로 1197,(거제동/ 이사벨고등학교),051-590-2150,http://www.isabelle.hs.kr,남여공학,051-590-2106,일반고,N,일반계,,전기,주간,19641212,19641212,20230615
C10,부산광역시교육청,7191040,이사벨중학교,Isabelle Middle School,중학교,부산광역시,부산광역시동래교육지원청,사립,47506,부산광역시 연제구 중앙대로 1197,/ 이사벨중학교 (거제동),051-590-2400,http://school.busanedu.net/isabelle-m,남여공학,051-590-2403,  ,N,일반계,,전기,주간,19641212,19641212,20230615
C10,부산광역시교육청,7211029,인지중학교,INJI MIDDLE SCHOOL,중학교,부산광역시,부산광역시해운대교육지원청,공립,48036,부산광역시 해운대구 반여로 142,(반여동/ 인지중학교),051-520-0700,www.inji.ms.kr,남여공학,051-520-0763,  ,N,일반계,,전기,주간,20020101,20030301,20230615
C10,부산광역시교육청,7211089,인지초등학교,Inji Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,48036,부산광역시 해운대구 반여로 128,(반여동),051-520-0100,http://www.ij.es.kr,남여공학,051-528-0840,,N,일반계,,전기,주간,20030301,20031002,20230615
C10,부산광역시교육청,7211242,일광중학교,Ilgwang Middle School,중학교,부산광역시,부산광역시해운대교육지원청,공립,46048,부산광역시 기장군 일광읍 해빛3로 99,/ 일광중학교 (일광면),051-750-3900,http://school.busanedu.net/ilgwang-m/main.do,남여공학,051-721-0080,,N,,,전기,주간,20210301,20210301,20230615
C10,부산광역시교육청,7211240,일광초등학교,Ilgwang Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,46048,부산광역시 기장군 일광읍 해빛로 46,(일광읍),051-930-7770,http://school.busanedu.net/ilgwang-e/main.do,남여공학,051-930-7799,,N,,,전기,주간,20200301,20200301,20230615
C10,부산광역시교육청,7150676,장대현중고등학교,Jangdaehyun Middle & High School,각종학교(고),부산광역시,부산광역시교육청,사립,46759,부산광역시 강서구 신호산단4로76번길 71,/ 장대현중고등학교 (신호동),051-974-0320,http://jdhschool.org,남여공학,051-974-0773,일반고,N,,,전후기,주간,20230301,20230301,20230615
C10,부산광역시교육청,7201264,장대현중고등학교(중),Jangdaehyun Middle High School(Middle),각종학교(중),부산광역시,부산광역시북부교육지원청,사립,46759,부산광역시 강서구 신호산단4로76번길 71,/ 장대현중고등학교 (신호동),051-974-0320,http://,남여공학,051-974-0773,,N,,,전기,주간,20230301,20230301,20230615
C10,부산광역시교육청,7171026,장림여자중학교,Jang Lim Girls Middle School,중학교,부산광역시,부산광역시서부교육지원청,공립,49510,부산광역시 사하구 두송로 64,(장림동/장림여자중학교),051-260-4203,http://janglim.ms.kr,여,051-263-1793,  ,N,일반계,,전기,주간,19860108,19860108,20230615
C10,부산광역시교육청,7171078,장림초등학교,Jangrim Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49464,부산광역시 사하구 장림번영로103번길 10,(장림동),051-290-2700,http://jangrim.es.kr,남여공학,051-261-4334,,N,일반계,,전기,주간,19660301,19660301,20230615
C10,부산광역시교육청,7211032,장산중학교,jangsan middle school,중학교,부산광역시,부산광역시해운대교육지원청,공립,48038,부산광역시 해운대구 선수촌로 47,(반여동/장산중학교),051-520-3500,http://bjangsan.ms.kr,남여공학,051-532-9705,  ,N,해당없음,,전기,주간,20070301,20070301,20230615
C10,부산광역시교육청,7211070,장산초등학교,Jangsan Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,48039,부산광역시 해운대구 선수촌로 68,(반여동/장산초등학교),051-520-1500,http://www.jangsan.es.kr,남여공학,051-531-5344,  ,N,일반계,,전기,주간,19460901,19460901,20230615
C10,부산광역시교육청,7191093,장서초등학교,Jangseo Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,46242,부산광역시 금정구 금강로 453,/ 장서초등학교 (구서동),051-515-3606,http://www.jangseo.es.kr/,남여공학,051-515-3962,  ,N,일반계,,전기,주간,19830824,19830824,20230615
C10,부산광역시교육청,7150341,장안제일고등학교,Jangan Jeil High School,고등학교,부산광역시,부산광역시교육청,사립,46033,부산광역시 기장군 장안읍 좌천2길 43,/ 장안제일고등학교 (장안읍/ 장안중/제일고등학교),051-719-9200,www.janganjeil.hs.kr,남여공학,051-719-9290,일반고,N,일반계,,전기,주간,19881110,19881110,20230615
C10,부산광역시교육청,7211036,장안중학교,Jangan Middle School,중학교,부산광역시,부산광역시해운대교육지원청,사립,46033,부산광역시 기장군 장안읍 좌천2길 43,(장안읍/ 장안중/제일고등학교),051-719-9300,jang-an.ms.kr,남여공학,051-719-9399,  ,N,일반계,,전기,주간,19511007,19511007,20230615
C10,부산광역시교육청,7211071,장안초등학교,Jangan Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,46032,부산광역시 기장군 장안읍 장안로 67-4,(장안읍/장안초등학교),051-720-1000,http://www.jangancho.es.kr,남여공학,051-727-8560,,N,일반계,,전기,주간,19220331,19220331,20230615
C10,부산광역시교육청,7191033,장전중학교,Jangjeon Middle School,중학교,부산광역시,부산광역시동래교육지원청,공립,46295,부산광역시 금정구 금샘로18번길 39,(장전동/장전중학교),051-580-4300,jangjeon.ms.kr,남,051-513-0105,  ,N,일반계,,전기,주간,19860305,19860305,20230615
C10,부산광역시교육청,7191094,장전초등학교,Jangjeon Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,46247,부산광역시 금정구 수림로 90,(장전동/ 장전초등학교),051-797-9200,http://www.jangjeon.es.kr,남여공학,051-797-9299,,N,일반계,,전기,주간,19770810,19770901,20230615
C10,부산광역시교육청,7171027,장평중학교,Jang Pyung Middle School,중학교,부산광역시,부산광역시서부교육지원청,공립,49361,부산광역시 사하구 사하로 134-1,(감천동),051-291-0617,http://bsjp.ms.kr/,남여공학,051-207-4175,  ,N,일반계,,전기,주간,19811228,19811228,20230615
C10,부산광역시교육청,7211026,재송여자중학교,Jaesong Girls` Middle School,중학교,부산광역시,부산광역시해운대교육지원청,공립,48053,부산광역시 해운대구 재반로84번길 148,(재송동),051-719-6700,http://www.jaesonggirl.ms.kr,여,051-719-6789,,N,일반계,,전기,주간,19840107,19840107,20230615
C10,부산광역시교육청,7211022,재송중학교,Jaesong Middle School,중학교,부산광역시,부산광역시해운대교육지원청,공립,48051,부산광역시 해운대구 재반로165번길 16,(재송동),051-780-2200,www.jaesong.ms.kr,남,051-781-4241,,N,일반계,,전기,주간,19810117,19810117,20230615
C10,부산광역시교육청,7211072,재송초등학교,Jaesong Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,48053,부산광역시 해운대구 재반로64번길 33,(재송동/재송초등학교),051-780-3500,http://www.jaesong.es.kr,남여공학,051-780-3598,  ,N,일반계,,전기,주간,19820428,19820428,20230615
C10,부산광역시교육청,7181062,전포초등학교,Jeonpo Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,47243,부산광역시 부산진구 전포대로255번길 38,(전포동/ 전포초등학교),051-809-7862,http://jeonpo.es.kr/,남여공학,051-808-4574,  ,N,일반계,,전기,주간,19560401,19560401,20230615
C10,부산광역시교육청,7171079,절영초등학교,Jeolyeong Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49113,부산광역시 영도구 함지로 37,(동삼동/절영초등학교),051-403-5648,http://jeolyeong.es.kr,남여공학,051-403-5646,  ,N,일반계,,전기,주간,19950301,19950301,20230615
C10,부산광역시교육청,7150580,정관고등학교,JeongGwan High School,고등학교,부산광역시,부산광역시교육청,공립,46016,부산광역시 기장군 정관읍 정관로 534,(정관읍),051-780-5890,http://jeonggwan.hs.kr,남여공학,051-780-5899,일반고,N,일반계,,전기,주간,20150301,20150301,20230615
C10,부산광역시교육청,7211226,정관중학교,Jeonggwan middle school,중학교,부산광역시,부산광역시해운대교육지원청,공립,46015,부산광역시 기장군 정관읍 정관로 531,(정관읍),051-780-5400,http://jeonggwan.ms.kr/,남여공학,051-780-5430,,N,,,전기,주간,20170301,20170301,20230615
C10,부산광역시교육청,7211073,정관초등학교,Jungkwan Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,46016,부산광역시 기장군 정관읍 정관로 530,", 정관초등학교 (정관읍)",051-720-1500,http://www.jungkwan.es.kr/,남여공학,051-720-1590,  ,N,일반계,,전기,주간,19280415,19280415,20230615
C10,부산광역시교육청,7211209,정원초등학교,Jeongwon  Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,46009,부산광역시 기장군 정관읍 정관로 423,/ 정원초등학교 (정관읍),051-750-9100,http://jeongwon.es.kr,남여공학,051-750-9188,,N,,,전기,주간,20140301,20140501,20230615
C10,부산광역시교육청,7211074,좌동초등학교,Jwadong Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,48078,부산광역시 해운대구 세실로 127,(좌동/ 좌동초등학교),051-701-4734,http://jwadong.es.kr,남여공학,051-701-4738,,N,일반계,,전기,주간,19960901,19960901,20230615
C10,부산광역시교육청,7211075,좌산초등학교,Jwasan Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,48113,부산광역시 해운대구 좌동순환로311번길 7,(좌동/ 좌산초등학교),051-709-1700,http://www.jwasan.es.kr/,남여공학,051-709-1780,  ,N,일반계,,전기,주간,19960901,19960901,20230615
C10,부산광역시교육청,7211076,좌천초등학교,Jwacheon Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,46033,부산광역시 기장군 장안읍 좌천로 13-66,/ 좌천초등학교 (장안읍),051-720-4101,http://www.jwacheon.es.kr,남여공학,051-727-6803,,N,일반계,,전기,주간,19430322,19430322,20230615
C10,부산광역시교육청,7201034,주감중학교,Jugam Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46993,부산광역시 사상구 백양대로 530,(주례동/ 주감중학교),051-314-4677,http://www.jugam.ms.kr,남여공학,051-328-9040,  ,N,일반계,,전기,주간,19940301,19940406,20230615
C10,부산광역시교육청,7201097,주감초등학교,Jugam Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46993,부산광역시 사상구 양지로 48,/ 주감초등학교 (주례동),051-320-3900,www.jugam.es.kr,남여공학,051-320-3909,,N,일반계,,전기,주간,19880301,19880501,20230615
C10,부산광역시교육청,7150117,주례여자고등학교,Jurye Girls High School,고등학교,부산광역시,부산광역시교육청,공립,47010,부산광역시 사상구 가야대로366번길 146,(주례동/ 주례여자고등학교),051-310-3502,http://jurye.hs.kr,여,051-310-3698,일반고,N,일반계,,전기,주간,19811125,19811125,20230627
C10,부산광역시교육청,7201035,주례여자중학교,Jurye Girls Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,47014,부산광역시 사상구 가야대로306번길 55,/ 주례여자중학교 (주례동/ 주례여자중학교),051-310-3700,www.juryegirls.ms.kr,여,051-322-9108,  ,N,일반계,,전기,주간,19771231,19771231,20230615
C10,부산광역시교육청,7201036,주례중학교,Jurye  Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,47009,부산광역시 사상구 가야대로378번길 68,(주례동/ 주례중학교),051-320-0300,http://jurye.ms.kr,남여공학,051-323-8191,  ,N,일반계,,전기,주간,19700113,19700113,20230615
C10,부산광역시교육청,7181065,주례초등학교,Jure Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,47393,부산광역시 부산진구 진사로61번길 28-7,(개금동/ 주례초등학교),051-890-5500,http://www.jure.es.kr,남여공학,051-895-3004,,N,일반계,,전기,주간,19750301,19750301,20230615
C10,부산광역시교육청,7201098,주양초등학교,Juyang Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46997,부산광역시 사상구 백양대로 372-6,(주례동/ 주양초등학교),051-329-1500,http://www.juyang.es.kr/,남여공학,051-329-1599,  ,N,해당없음,,전기,주간,20060104,20060301,20230615
C10,부산광역시교육청,7181066,주원초등학교,Juwon Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,47388,부산광역시 부산진구 복지로 71,/ (개금동/주원초등학교) (개금동),051-894-4154,http://juwon.es.kr,남여공학,051-896-8350,  ,N,일반계,,전기,주간,19840131,19840131,20230615
C10,부산광역시교육청,7201099,주학초등학교,Juhak Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,47010,부산광역시 사상구 가야대로366번길 120,(주례동/ 주학초등학교),051-327-7471,http://www.juhak.es.kr,남여공학,051-324-9880,  ,N,일반계,,전기,주간,19830509,19830509,20230615
C10,부산광역시교육청,7211077,죽성초등학교,Jukseong Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,46078,부산광역시 기장군 기장읍 죽성로 270,(기장읍/ 죽성초등학교),051-721-2768,http://www.jukseong.es.kr,남여공학,051-721-6462,,N,일반계,,전기,주간,19570416,19570416,20230615
C10,부산광역시교육청,7171080,중리초등학교,Joonglee Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49116,부산광역시 영도구 와치로 286,(동삼동/ 중리초등학교),051-400-2500,http://joonglee.es.kr,남여공학,051-400-2590,  ,N,일반계,,전기,주간,19880927,19880927,20230615
C10,부산광역시교육청,7171081,중현초등학교,Junghyun Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49503,부산광역시 사하구 다대낙조2길 8,(다대동/중현초등학교),051-260-0503,http://junghyun.es.kr,남여공학,051-266-6532,,N,일반계,,전기,주간,19960901,19961030,20230615
C10,부산광역시교육청,7201227,지사중학교,Jisa middle school,중학교,부산광역시,부산광역시북부교육지원청,공립,46743,부산광역시 강서구 과학산단로306번길 33,(지사동),051-979-6200,http://bsjisa.ms.kr,남여공학,051-979-6209,,N,,,전기,주간,20170301,20170501,20230615
C10,부산광역시교육청,7150157,지산고등학교,Jisan High School,고등학교,부산광역시,부산광역시교육청,사립,46265,부산광역시 금정구 오륜대로 50,(부곡동),051-580-2600,www.jisan.hs.kr,남,051-580-2619,일반고,N,일반계,,전기,주간,19891125,19900418,20230615
C10,부산광역시교육청,7191095,창신초등학교,Changshin Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,47501,부산광역시 연제구 종합운동장로12번길 15,(거제동/ 창신초등학교),051-500-0600,http://www.changshin.es.kr,남여공학,051-506-0392,,N,일반계,,전기,주간,19640601,19640601,20230615
C10,부산광역시교육청,7201100,창진초등학교,Changjin Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46962,부산광역시 사상구 사상로223번길 100,(괘법동/창진초등학교),051-310-3400,http://www.changjin.es.kr/,남여공학,051-328-6757,  ,N,일반계,,전기,주간,19970414,19970414,20230615
C10,부산광역시교육청,7201101,천가초등학교,Chunga Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46769,부산광역시 강서구 동선길 135,(성북동),051-972-7008,http://www.chunga.es.kr,남여공학,051-971-4031,  ,N,일반계,,전기,주간,19310504,19310504,20230615
C10,부산광역시교육청,7171082,천마초등학교,Chunma Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49265,부산광역시 서구 천해로7번길 38,(암남동/ 천마초등학교),051-250-6701,www.chunma.es.kr,남여공학,051-253-0102,  ,N,일반계,,전기,주간,19720916,19720916,20230615
C10,부산광역시교육청,7211078,철마초등학교,Chulma Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,46049,부산광역시 기장군 철마면 철마로 493,(철마면/ 철마초등학교),051-780-7500,http://chulma.es.kr/,남여공학,051-721-9030,,N,일반계,,전기,주간,19240331,19240331,20230910
C10,부산광역시교육청,7171083,청동초등학교,Chungdong Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49088,부산광역시 영도구 태종로 422번길 51,(청학동/ 청동초등학교),051-400-2800,school.busanedu.net/chungdong-e,남여공학,051-400-2899,  ,N,일반계,,전기,주간,19781219,19781219,20230615
